dimension_id,"name",parent_id,type_id
1301,"Backward Facing",NULL,0
1302,"Space Occupied",NULL,0
1303,"Installa",NULL,0
1304,"Comfort - Material",NULL,0
1305,"Comfort - Space",NULL,0
1306,"Comfort - Padding",NULL,0
1308,"Life",NULL,0
1311,"Size Of Images",NULL,0
1312,"Quality Of Photos",NULL,0
1313,"Uv Filter And Battery",NULL,0
1314,"Repeat",NULL,0
1315,"Info",NULL,0
1316,"Memory And Format",NULL,0
1318,"Auto Mode Quality",NULL,0
1320,"Mega Pixel",NULL,0
1321,"Beginner Friendly",NULL,0
1322,"Video Recording",NULL,0
1323,"Burst Rate",NULL,0
1324,"Crop",NULL,0
1325,"Overall Performance",NULL,0
1326,"Aperture",NULL,0
1328,"Wireless",NULL,0
1329,"Megapiel",NULL,0
1330,"Megapxiel",NULL,0
1332,"Response",NULL,0
1334,"Settings",NULL,0
1335,"Display",NULL,0
1336,"Opinion",NULL,0
1338,"Particulars",NULL,0
1339,"User Freindly",NULL,0
1340,"Screen, Articulating",NULL,0
1341,"Software",NULL,0
1342,"Price, General",NULL,0
1343,"User Comfort",NULL,0
1344,"Value For Money",NULL,0
1345,"Adjust",NULL,0
1346,"Install-ability ",NULL,0
1347,"Seat Size",NULL,0
1348,"Installability",NULL,0
1351,"Repeaet",NULL,0
1352,"Searvice",NULL,0
1354,"Convertability",NULL,0
1356,"Fitting",NULL,0
1357,"Brand",NULL,0
1360,"Taking Pictures In Auto Mode",NULL,0
1361,"Same As Above",NULL,0
1362,"How Light It Is",NULL,0
1363,"High Resolution",NULL,0
1364,"Noise",NULL,0
1366,"Pic",NULL,0
1367,"Design And Operation",NULL,0
1368,"No Manual Focus",NULL,0
1369,"IS",NULL,0
1370,"GRID",NULL,0
1371,"Can Focus Yourself",NULL,0
1372,"Battery Life Long",NULL,0
1373,"Build Of The Camera Is Good",NULL,0
1374,"Vedio",NULL,0
1377,"Lens, Price",NULL,0
1378,"Focus - Lighting ",NULL,0
1382,"Sturdiness - Weight ",NULL,0
1383,"Guide Mode Affordability",NULL,0
1385,"Lens/Range ",NULL,0
1387,"Auto Picture",NULL,0
1389,"Extras",NULL,0
1391,"User-friendly",NULL,0
1392,"Capability",NULL,0
1393,"Useability",NULL,0
1394,"Screen Picture Quality",NULL,0
1395,"Function",NULL,0
1396,"Facing Rear",NULL,0
1397,"Keeping Child Cool",NULL,0
1398,"Size, Too Big",NULL,0
1399,"Installation Easy",NULL,0
1400,"Delivery Time",NULL,0
1401,"Comfort And Safety",NULL,0
1402,"Fits In Even Small Cars",NULL,0
1403,"Good For Even Newborns And Up",NULL,0
1404,"Kids Love It",NULL,0
1405,"Misleading",NULL,0
1406,"Removable Fabric",NULL,0
1407,"Padding Not Good",NULL,0
1408,"Sun Visor Made Of Mesh",NULL,0
1409,"Safe And Adjustable",NULL,0
1411,"Good Price",NULL,0
1412,"Overall Size (Fit In Car) ",NULL,0
1413,"Nice Material",NULL,0
1414,"Manufacturing",NULL,0
1415,"Easy To Clean ",NULL,0
1416,"Size Too Bulky",NULL,0
1419,"Instructions Too Complicated",NULL,0
1420,"Price For Quality ",NULL,0
1422,"Weight And Height",NULL,0
1425,"Child Comfortable",NULL,0
1428,"Good Deal For The Price",NULL,0
1429,"Rear-facing",NULL,0
1430,"Headrest Removable",NULL,0
1432,"Iso",NULL,0
1433,"Sd Card Price",NULL,0
1441,"User Experience",NULL,0
1435,"Just An Upgrade",NULL,0
1436,"No Audio Recording",NULL,0
1437,"Additional Feature",NULL,0
1438,"Built In Flash Sucks",NULL,0
1439,"Worth The Price",NULL,0
1440,"Compactability",NULL,0
1442,"Good Overall Few Cons",NULL,0
1443,"Sophistication",NULL,0
1444,"Recieved For Shower",NULL,0
1445,"Easy Instilation",NULL,0
1446,"A Bit Inconvenient Bulky",NULL,0
1447,"Contradiction",NULL,0
1449,"Good Shipping",NULL,0
1450,"Cant Put Behind Drivers Seat",NULL,0
1451,"Just As Pictured",NULL,0
1452,"Foits With 2 Other Seats",NULL,0
1453,"Purchasing In Future",NULL,0
1454,"Not Simple Instructions",NULL,0
1455,"Wallet Friendly",NULL,0
1457,"Experience",NULL,0
1458,"Feedback",NULL,0
1459,"Specifications",NULL,0
1460,"Price/availability",NULL,0
1467,"Cleanliness & Convenience",NULL,0
1462,"Software/Auto-focus",NULL,0
1464,"Feature Vs Price",NULL,0
1466,"Cleanliness",NULL,0
1468,"Comfort & Safety",NULL,0
1469,"Comfort/Safety",NULL,0
1470,"Overall Use",NULL,0
1471,"Overall Usage",NULL,0
1472,"Rankings",NULL,0
1473,"Need To Buy Extra Parts",NULL,0
1474,"Performance (speed)",NULL,0
1475,"Good Camera/lens Combo",NULL,0
1476,"Fast Startup",NULL,0
1477,"Audio Recording",NULL,0
1478,"Comfortable Usage",NULL,0
1479,"Heavily Researched",NULL,0
1481,"Menu System",NULL,0
1482,"Loud Autofocus",NULL,0
1483,"Voice Recording",NULL,0
1484,"Same As Earlier Version",NULL,0
1485,"1080p Video Quality",NULL,0
1486,"Shoot Modes",NULL,0
1487,"Good Video",NULL,0
1488,"Low Res",NULL,0
1489,"Components",NULL,0
1491,"Image",NULL,0
1504,"Easy Install",NULL,0
1497,"Overall Value",NULL,0
1498,"Upgrades",NULL,0
1499,"Auto Mode Focus",NULL,0
1500,"Auto Mode - Quality",NULL,0
1505,"Cheap Material",NULL,0
1502,"Auto Mode - Focus",NULL,0
1508,"Large Size",NULL,0
1510,"Seat Cover Material",NULL,0
1511,"Cupholder",NULL,0
1514,"Large Seat",NULL,0
1515,"Delivery From Seller",NULL,0
1516,"Ease To Clean",NULL,0
1520,"Comfort - Breathability",NULL,0
1521,"Comfort - Wings",NULL,0
1522,"Harness",NULL,0
1523,"Height/Weight Limits",NULL,0
1524,"Comfrot",NULL,0
1525,"Comfort - Heat",NULL,0
1527,"Installations",NULL,0
1528,"Cust Service",NULL,0
1531,"Foccus in Live Mode Slow",NULL,NULL
1533,"Auto Focus Slow",NULL,NULL
1535,"Lense",NULL,NULL
1537,"Articulating",NULL,NULL
1608,"Aperature",NULL,0
1609,"Pro & Con",NULL,0
1610,"Pro And Cons",NULL,0
1606,"Glare",NULL,0
1607,"Flash Power",NULL,0
1562,"Mango",NULL,0
1628,"Doesn't Meet Standards",NULL,0
1627,"Easy ",NULL,0
1626,"Overall Quality Of Seat",NULL,0
1625,"Seat Quaity",NULL,0
1624,"Photos",NULL,0
1623,"1080P Video Speed",NULL,0
1622,"Instructions",NULL,0
1621,"Denial Of A Ongoing Problem",NULL,0
1620,"Built In Focus Motor",NULL,0
1619,"Delays In Continuous Mode",NULL,0
1618,"Lens ",NULL,0
1617,"Con",NULL,0
1616,"Number Of Positive Reviews/negative",NULL,0
1615,"Number Of People Who Already Purchased",NULL,0
1614,"Pro",NULL,0
1613,"Cons",NULL,0
1612,"Ease Of Use/installation",NULL,0
1611,"Overall Review ",NULL,0
1605,"Height",NULL,0
1629,"Fits Seats With No Problem",NULL,0
1630,"More Room Than Carrier Car Seat",NULL,0
1631,"Rated #1 By Consumer Reports",NULL,0
1632,"Replacement At No Charge",NULL,0
1633,"Weight Limit Not Correctly Stated",NULL,0
1634,"Easy To Clean",NULL,0
1635,"Comfort ",NULL,0
1636,"Safety With Rear Seat Faceing",NULL,0
1637,"Installation Rear Seating",NULL,0
1638,"U",NULL,0
1639,"U",NULL,0
1640,"Soft",NULL,0
1641,"Safety ",NULL,0
1642,"Visor Does Not Block Any Sun",NULL,0
1643,"No Padding- Comfort",NULL,0
1644,"Meets Standards",NULL,0
1645,"Abilities",NULL,0
1646,"Delay",NULL,0
1647,"Structure",NULL,0
1648,"Camera Structure",NULL,0
1649,"Mode",NULL,0
1650,"Image Stabilazation",NULL,0
1651,"Autofocus",NULL,0
1652,"Changing Settings Maunally",NULL,0
1653,"Articulating Screen",NULL,0
1654,"Auto Focus In Live View Mode",NULL,0
1655,"High Iso Levels In Auto Mode",NULL,0
1656,"Low Resolution Led Screen",NULL,0
1657,"Comfortness",NULL,0
1658,"Kid Likes It",NULL,0
1659,"Rate",NULL,0
1660,"Seat Cover",NULL,0
1661,"Car Fits",NULL,0
1662,"Tight Space",NULL,0
1663,"Head Rest Is Removable",NULL,0
1664,"National Rating",NULL,0
1665,"Size Of Seat Is Fairly Large",NULL,0
1666,"Installation Process",NULL,0
1667,"Washing Most Of It",NULL,0
1668,"Test",NULL,0
1669,"Beginner's Lens",NULL,0
1670,"Ratings",NULL,0
1671,"Comparison To T2i",NULL,0
1672,"Auto",NULL,0
1673,"Value For Money",NULL,0
1674,"Image Quality",NULL,0
1675,"Easy To Use Easy Learning Curve",NULL,0
1676,"Sturdiness",NULL,0
1677,"File Size And Resolution",NULL,0
1678,"Build Quality",NULL,0
1679,"Automode",NULL,0
1680,"Camparison To Buffer Speed Of T21",NULL,0
1681,"Flip Out Viewfinder Versus Standard On T2i",NULL,0
1682,"Options Available In Video Mode",NULL,0
1683,"Poor Iso Choice In Auto Mode",NULL,0
1684,"Value ",NULL,0
1685,"Comparison Of Lcd Screen To T2i",NULL,0
1686,"Consumer Reports",NULL,0
1687,"Transition",NULL,0
1688,"Comfort And Ease Of Install",NULL,0
1689,"Comfort Of Child And Parent",NULL,0
1690,"Instuction Materials",NULL,0
1691,"Headrest",NULL,0
1692,"Comfort Of Child",NULL,0
1693,"Long Term Adjustability",NULL,0
1694,"Style And Function",NULL,0
1695,"Amount Or Placement Of Padding",NULL,0
1696,"Ease Of Getting Child In And Out",NULL,0
1697,"Picture Taking",NULL,0
1698,"Flaqsh",NULL,0
1699,"Video Performance",NULL,0
1700,"For Beginners",NULL,0
1701,"\"Prosumer\"",NULL,0
1702,"Different Kinds Of Photos",NULL,0
1703,"Skate/surf Video",NULL,0
1704,"Zoom",NULL,0
1705,"Macro Shots",NULL,0
1706,"Picture Preview",NULL,0
1707,"Beginner's Toy",NULL,0
1708,"Dark Venues",NULL,0
1709,"Price Saving Kit",NULL,0
1710,"Low Light Video",NULL,0
1711,"Portability",NULL,0
1712,"First Time Users",NULL,0
1713,"Slower Than T2i",NULL,0
1714,"Sculptural Art",NULL,0
1715,"Saving Formats",NULL,0
1716,"Auto Foucus",NULL,0
1717,"LCD Display",NULL,0
1718,"Sensors",NULL,0
1719,"Cable",NULL,0
1720,"Memory Card Cost",NULL,0
1721,"Dull Photos",NULL,0
1722,"Beginners",NULL,0
1723,"Handling",NULL,0
1724,"Remote",NULL,0
1725,"Customer Service",NULL,0
1726,"Visibility ",NULL,0
1727,"Outside Reviews",NULL,0
1728,"Cleanable",NULL,0
1729,"Big Space",NULL,0
1730,"Space Fitting",NULL,0
1731,"Adjust Strap Length",NULL,0
1732,"Capacity",NULL,0
1733,"Better Than Britax",NULL,0
1734,"Safe And Secure",NULL,0
1735,"Good For Infants And Toddlers",NULL,0
1736,"Very Big. Might Not Fit In Small Cars",NULL,0
1737,"Picture Q",NULL,0
1738,"Description Is Bad",NULL,0
1739,"Head/neck Support Cushion",NULL,0
1740,"Infant Seat",NULL,0
1741,"Space In Smaller Cars",NULL,0
1742,"Aw",NULL,0
1743,"Holding",NULL,0
1744,"Washing",NULL,0
1745,"Low",NULL,0
1746,"Adjustable And Reclines",NULL,0
1747,"Versatile",NULL,0
1748,"Condition",NULL,0
1749,"Adujustable",NULL,0
1750,"Product Info",NULL,0
1751,"Convenience Infant",NULL,0
1752,"Convenience Toddler",NULL,0
1753,"Versatility",NULL,0
1754,"Com",NULL,0
1755,"Adjustable Straps",NULL,0
1756,"Breathable",NULL,0
1757,"Stylish",NULL,0
1758,"Transitions",NULL,0
1759,"Adjustable ",NULL,0
1760,"Vehicle",NULL,0
1761,"Size For ",NULL,0
1762,"Weight ",NULL,0
1763,"A Beginner's Camera",NULL,0
1764,"Lenses",NULL,0
1765,"Size (lightweight)",NULL,0
1766,"Comparison To T31",NULL,0
1767,"Weigh",NULL,0
1768,"Low-light Performance",NULL,0
1769,"Lense Value",NULL,0
1770,"Wide-angle Performance",NULL,0
1771,"Video Auto-focus",NULL,0
1772,"UV Filter For Lense",NULL,0
1773,"Camera Performance",NULL,0
1774,"More Lenses",NULL,0
1775,"Grid On Screen",NULL,0
1776,"Lens Kit",NULL,0
1777,"A Beginner's Camera",NULL,0
1778,"Interface",NULL,0
1779,"Saftey",NULL,0
1780,"Easy To Use",NULL,0
1781,"Rating",NULL,0
1782,"Low Light Auto Focus",NULL,0
1783,"Built-in Falsh",NULL,0
1784,"Comments",NULL,0
1785,"Comments#price",NULL,0
1786,"Iso Button",NULL,0
1787,"D3100_price_coupon",NULL,0
1788,"White Balance",NULL,0
1789,"T3i_comments_comp",NULL,0
1790,"T2i_commems_comp",NULL,0
1791,"Operate",NULL,0
1792,"Quality Of Videos",NULL,0
1793,"Wireless Remote",NULL,0
1794,"Dur",NULL,0
1795,"Video Qualit",NULL,0
1796,"Video ",NULL,0
1797,"Digital 3X Zoom",NULL,0
1798,"For Beginner",NULL,0
1799,"Usability",NULL,0
1800,"Photo/video Quality",NULL,0
1801,"Menu",NULL,0
1802,"Save About $100",NULL,0
1803,"Could Pair It With EF-S 17 55 Mm F/2.8IS",NULL,0
1804,"I",NULL,0
1805,"Best Bang For Your Buck",NULL,0
1806,"Good For Beginners",NULL,0
1807,"Co",NULL,0
1808,"In",NULL,0
1809,"Need A Lot Of Storage Space",NULL,0
1810,"Best Balance For Wedding Pictures",NULL,0
1811,"Rugged Enough",NULL,0
1812,"T2i Is Fast",NULL,0
1813,"Too Much Delays",NULL,0
1814,"Do Not Have A Built In Focus Motor",NULL,0
1815,"Quality Is Amazing",NULL,0
1816,"Tight On Power Comsumption",NULL,0
1817,"Flip Out LCD Screem",NULL,0
1818,"Bad Nikon Warranty",NULL,0
1819,"Dedicated Iso Button Making It Easy To Change",NULL,0
1820,"Wallet Friendly ",NULL,0
1821,"Diffcult To Install ",NULL,0
1822,"Please Their Customers",NULL,0
1823,"Size Is Pretty Big",NULL,0
1824,"Seat Seam Padded Well And Comfortable",NULL,0
1825,"Chair Is Excellent Quality",NULL,0
1826,"No Rethread Harness Is Awesome",NULL,0
1827,"Hats",NULL,0
1828,"Advanced Skill",NULL,0
1829,"Ergonomic Arrangement Of Controls",NULL,0
1830,"Quality Of Picture And Weight",NULL,0
1831,"Low Resolution Of LCD Screen",NULL,0
1832,"Use-friendliness",NULL,0
1833,"Different Shots",NULL,0
1834,"Manual Mode",NULL,0
1835,"High Speed And Memory Card",NULL,0
1836,"User-friendliness",NULL,0
1837,"Autofocus When Zooming",NULL,0
1838,"White Balance In Auto Mode",NULL,0
1839,"Valu",NULL,0
1840,"Colors",NULL,0
1841,"Build",NULL,0
1842,"Stabilization",NULL,0
1843,"Installation Ease",NULL,0
1844,"Texture",NULL,0
1845,"Materials",NULL,0
1846,"Color",NULL,0
1847,"Looks",NULL,0
1848,"Build",NULL,0
1849,"Great Lens",NULL,0
1850,"Little Shutter",NULL,0
1851,"U",NULL,0
1852,"U",NULL,0
1853,"Good Low Light",NULL,0
1854,"U",NULL,0
1855,"U",NULL,0
1856,"And Videos",NULL,0
1857,"No Auto-focus",NULL,0
1858,"Shutter Lag",NULL,0
1859,"Ergonomic Button Settings",NULL,0
1860,"Camera Feels Solid And Good Grip",NULL,0
1861,"Not Pro Level SLR",NULL,0
1862,"Auto Focus Is Terrible",NULL,0
1863,"Good Quality For Videos",NULL,0
1864,"Very Fast Auto Focus",NULL,0
1865,"No Wireless Remote",NULL,0
1866,"Battery Life Is Bad",NULL,0
1867,"Safest Baby Seat On Market",NULL,0
1868,"Their Son Loves It",NULL,0
1869,"Is Very Big",NULL,0
1870,"Catches Stuff Under The Seat",NULL,0
1871,"Can Only Hold Up To 50 Lbs",NULL,0
1872,"Very Bulky",NULL,0
1873,"Very Secure And Kids Love Them",NULL,0
1874,"Simplicity",NULL,0
1875,"Fairly Priced",NULL,0
1876,"Material Is Very Soft Good For Babies",NULL,0
1877,"Poorly Built Visor Allows Light In",NULL,0
1878,"Babies Sitting On Hard Plastic",NULL,0
1879,"Low Light Performance",NULL,0
1880,"Intermediate Shooters",NULL,0
1881,"Image Stabilisation",NULL,0
1882,"Movable LCD Screen",NULL,0
1883,"Auto Mode Picture Quality",NULL,0
1884,"Guide Mode For Beginners",NULL,0
1885,"No Blockage Of View",NULL,0
1886,"Product Description",NULL,0
1887,"Safety Tested",NULL,0
1888,"Photo Quality",NULL,0
1889,"Beginning User",NULL,0
1890,"Cup-holder",NULL,0
1891,"Lens\\",NULL,0
1892,"Usability",NULL,0
1893,"Weight Limit",NULL,0
1894,"Convenience",NULL,0
1895,"DSLR",NULL,0
1896,"Recordi",NULL,0
1897,"Quality Of Pictures",NULL,0
1898,"Confort And Installation",NULL,0
1899,"Material Cleaning",NULL,0
1900,"Deliver",NULL,0
1901,"Size (big)",NULL,0
1902,"Removable Parts",NULL,0
1903,"Holding Weight",NULL,0
1904,"Height Adjustment",NULL,0
1905,"S",NULL,0
1906,"Wing Cleaning",NULL,0
1907,"Pricing",NULL,0
1908,"Strap Adjustment",NULL,0
1909,"Price Comparisaon",NULL,0
1910,"Price Comparison",NULL,0
1911,"Darn Sun Visor",NULL,0
1912,"Price Comparison",NULL,0
1913,"Paddin",NULL,0
1914,"Headrest",NULL,0
1915,"Materi",NULL,0
1916,"Z",NULL,0
1917,"Advice",NULL,0
1918,"Advice",NULL,0
1919,"Sensor",NULL,0
1920,"Er",NULL,0
1921,"Advice",NULL,0
1922,"B",NULL,0
1923,"Advice",NULL,0
1924,"Filter",NULL,0
1925,"Safety",NULL,0
1926,"Bugs",NULL,0
1927,"Application",NULL,0
1928,"Editing",NULL,0
1929,"Additional Features",NULL,0
1930,"Additional Features",NULL,0
1931,"L",NULL,0
1932,"Screeen",NULL,0
1933,"Shoots Great In Low Light",NULL,0
1934,"Reclines",NULL,0
1935,"Child Fusses Less",NULL,0
1936,"Speed ",NULL,0
1937,"Material Scratches Easily",NULL,0
1938,"Well Padded And Easy To Install",NULL,0
1939,"Weight ",NULL,0
1940,"Slo",NULL,0
1941,"Comfort And Installation",NULL,0
1942,"Video Price ",NULL,0
1943,"Safety First",NULL,0
1944,"Weight Limits",NULL,0
1945,"Battery Life, Low Resolution  LCD Screen",NULL,0
1946,"Playback",NULL,0
1947,"Child Comfort Level",NULL,0
1948,"Not Easy To Clean",NULL,0
1949,"Comparison With T3i",NULL,0
1950,"Comparing Another Nodel",NULL,0
1951,",speed",NULL,0
1952,"Keeps Child Temperature At A Comfortable Level",NULL,0
1953,"Price,",NULL,0
1954,"Flip Screen",NULL,0
1955,"Name Of Product",NULL,0
1956,"Qula",NULL,0
1957,"Side Crash Tested",NULL,0
1958,"HDMI Cable",NULL,0
1959,"Getting Child In And Out",NULL,0
1960,"Working With Other Products",NULL,0
1961,"Body Comparison With Canon T2i",NULL,0
1962,"Lack Of Padding",NULL,0
1963,"Great Custome",NULL,0
1964,"Cup Holder",NULL,0
1965,"Seat Protector",NULL,0
1966,"No Adjustable Straps",NULL,0
1967,"Difficult To Install ",NULL,0
1968,"Change Size",NULL,0
1969,"Usage",NULL,0
1970,"Featurs",NULL,0
1971,"Headrest Comfortable",NULL,0
1972,"Cleaning Comfortable",NULL,0
1973,"Strap",NULL,0
1974,"Baby Proofing",NULL,0
1975,"Installation Comfortable",NULL,0
1976,"Fabric",NULL,0
1977,"Stroller Compatible",NULL,0
1978,"Age",NULL,0
1979,"Toddler",NULL,0
1980,"Material Used",NULL,0
1981,"Build Quality",NULL,0
1982,"Safety FEatures",NULL,0
1983,"Additional Things Required",NULL,0
1984,"Ease Of Cleaning\\",NULL,0
1985,"Ease Of Cleaning\\",NULL,0
1986,"Ease Of Cleaning\\",NULL,0
1987,"Seat Adjustment",NULL,0
1988,"Annoying Features",NULL,0
1989,"Battery Life ",NULL,0
1990,"Price Speed",NULL,0
1991,"Overall Performance ",NULL,0
1992,"Control",NULL,0
1993,"Raw Pictures",NULL,0
1994,"Overall ",NULL,0
1995,"Shoot ",NULL,0
1996,"Burst Mode",NULL,0
1997,"Picture Quality Price",NULL,0
1998,"ISO Mode",NULL,0
1999,"Qual",NULL,0
2000,"Portability",NULL,0
2001,"Specs",NULL,0
2002,"Materail",NULL,0
2003,"Accesories",NULL,0
2004,"Fabric Quality",NULL,0
2005,"Performance And Weight",NULL,0
2006,"Price And Focus",NULL,0
2007,"Light",NULL,0
2008,"Auto Setting",NULL,0
2009,"Is Good First Time Dslr",NULL,0
2010,"The Flash Is Not So Good",NULL,0
2011,"Lens Compared To Others",NULL,0
2012,"Output",NULL,0
2013,"Video Taking",NULL,0
2014,"Help Function",NULL,0
2015,"Great Performance",NULL,0
2016,"Adaptability For Beginners ",NULL,0
2017,"Picture Is Slow ",NULL,0
2018,"Recommendations",NULL,0
2019,"Wide Angle Settings",NULL,0
2020,"Auto ISO Level Chossing",NULL,0
2021,"Agreement",NULL,0
2022,"\\",NULL,0
2023,"\\",NULL,0
2024,"Pricey But Great Camera",NULL,0
2025,"Varitey",NULL,0
2026,"Focus Speed",NULL,0
2027,"Slow Motion",NULL,0
2028,"Noise Of Lens",NULL,0
2029,"Lens Performance",NULL,0
2030,"Audio Levels",NULL,0
2031,"Compar",NULL,0
2032,"Featu",NULL,0
2033,"Compa",NULL,0
2034,"Video Recording ",NULL,0
2035,"Camera's Auto Focus",NULL,0
2036,"Beginner",NULL,0
2037,"Argument",NULL,0
2038,"Recommendation",NULL,0
2039,"Buying Extras For The Camera",NULL,0
2040,"Featu",NULL,0
2041,"Exposure And Image Quality",NULL,0
2042,"Compatability",NULL,0
2043,"Qual",NULL,0
2044,"It Is A Slow ",NULL,0
2045,"It Is A Slow Camera",NULL,0
2046,"Bad",NULL,0
2047,"Adaptability For Beginners",NULL,0
2048,"It Is Good For On The Go.",NULL,0
2049,"Zoom Capabilities",NULL,0
2050,"Manual",NULL,0
2051,"Unprofessional",NULL,0
2052,"Focusing And Flexibility",NULL,0
2053,"Affordable",NULL,0
2054,"It Take Nice Large Jpage",NULL,0
2055,"It Has A Nice Wait To It",NULL,0
2056,"Focusing Motors",NULL,0
2057,"Live View Feature",NULL,0
2058,"Picture Quality On Auto Mode",NULL,0
2059,"It Take Fast Shots",NULL,0
2060,"It Take Good Video",NULL,0
2061,"It Is Better Then The T3I",NULL,0
2062,"Seating",NULL,0
2063,"Good Reviews",NULL,0
2064,"Cheap",NULL,0
2065,"Not Washable",NULL,0
2066,"Comf",NULL,0
2067,"Cle",NULL,0
2068,"Com",NULL,0
2069,"Sa",NULL,0
2070,"Pri",NULL,0
2071,"Qual;ity",NULL,0
2072,"Upgrade",NULL,0
2073,"C",NULL,0
2074,"Upgrade",NULL,0
2075,"Cost Of Lens",NULL,0
2076,"Attributes",NULL,0
2077,"Acessories",NULL,0
2078,"Quality Of PIcture",NULL,0
2079,"Installation ",NULL,0
2080,"Easy Installation ",NULL,0
2081,"Position",NULL,0
2082,"Easy To Cary",NULL,0
2083,"Pros And Cons",NULL,0
2084,"Easy To Carry",NULL,0
2085,"Pricey And Flash Is Not Good",NULL,0
2086,"Crop Body Camera",NULL,0
2087,"Get Nice Complements",NULL,0
2088,"Great Shot Of Moving Characters",NULL,0
2089,"Audip",NULL,0
2090,"T2I Is Faster",NULL,0
2091,"Pixel",NULL,0
2092,"Processor",NULL,0
2093,"Film",NULL,0
2094,"Pixel ",NULL,0
2095,"Operations Video Quality",NULL,0
2096,"1080p And Better Menu",NULL,0
2097,"Overall Usage",NULL,0
2098,"Wide-Angle Setting",NULL,0
2099,"Po",NULL,0
2100,"Nature",NULL,0
2101,"Sp",NULL,0
2102,"Portrait",NULL,0
2103,"Portrait",NULL,0
2104,"Sports",NULL,0
2105,"Nature",NULL,0
2106,"Compared To Other Cameras",NULL,0
2107,"Articulating LCD Screen",NULL,0
2108,"Detailed Zoom",NULL,0
2109,"Grid Function",NULL,0
2110,"AV Mode",NULL,0
2111,"Mi",NULL,0
2112,"Ove",NULL,0
2113,"Min Shutter Speed",NULL,0
2114,"AV Mode",NULL,0
2115,"Over",NULL,0
2116,"Low Cost",NULL,0
2117,"Low Cost",NULL,0
2118,"Dimensions",NULL,0
2119,"Take Apart",NULL,0
2120,"Protection",NULL,0
2121,"Scratchy",NULL,0
2122,"Seurity",NULL,0
2123,"Fuzzy",NULL,0
2124,"No Padding",NULL,0
2125,"Delivery Speed",NULL,0
2126,"Different Level Adjustmenst ",NULL,0
2127,"Not Enough Padding In The Seat",NULL,0
2128,"Overall Performance",NULL,0
2129,"ComfortS",NULL,0
2130,"Sound",NULL,0
2131,"Shooting Speed",NULL,0
2132,"Le",NULL,0
2133,"Auto Mode Logic",NULL,0
2134,"Lens Noise",NULL,0
2135,"Picture Quality ",NULL,0
2136,"General Performance",NULL,0
2137,"General Performance",NULL,0
2138,"Video Features",NULL,0
2139,"Overall Rating",NULL,0
2140,"Weight Capacity",NULL,0
2141,"Sag",NULL,0
2142,"Long-lasting",NULL,0
2143,"Speed",NULL,0
2144,"Qua",NULL,0
2145,"Hd Capability",NULL,0
2146,"Comparison Vs T2i",NULL,0
2147,"Serious Photography",NULL,0
2148,"Price Of Lens",NULL,0
2149,"Outdoor Shoot",NULL,0
2150,"Overall Camera",NULL,0
2151,"Astrophotography",NULL,0
2152,"Low Resolution",NULL,0
2153,"Low Battery Life",NULL,0
2154,"Noisy",NULL,0
2155,"Professionalism",NULL,0
2156,"Specifics",NULL,0
2157,"Use",NULL,0
2158,"Cover",NULL,0
2159,"Summers",NULL,0
2160,"User Feedback",NULL,0
2161,"Independent Rating",NULL,0
2162,"Complications",NULL,0
2163,"Options",NULL,0
2164,"Large",NULL,0
2165,"Specifics",NULL,0
2166,"Shutterlag",NULL,0
2167,"Max Burst Rate",NULL,0
2168,"Good For Trips",NULL,0
2169,"Purchase",NULL,0
2170,"Slow Speed",NULL,0
2171,"User-friendly Control",NULL,0
2172,"Sports Video",NULL,0
2173,"ISO Firmware",NULL,0
2174,"Sh",NULL,0
2175,"Auto Point",NULL,0
2176,"Good Shots",NULL,0
2177,"Good Lense",NULL,0
2178,"Bad GRID Fuctions",NULL,0
2179,"Slow Auto-focus",NULL,0
2180,"Good Service",NULL,0
2181,"Auto-mode",NULL,0
2182,"Easy Operation",NULL,0
2183,"Light Weight, Easy Operation",NULL,0
2184,"Easy Operation",NULL,0
2185,"Low LCD Resolution",NULL,0
2186,"Snug",NULL,0
2187,"Rear",NULL,0
2188,"Pri",NULL,0
2189,"Head Set",NULL,0
2190,"User Experience",NULL,0
2191,"Ranking",NULL,0
2192,"Baby Shower Gift Option",NULL,0
2193,"Buckle",NULL,0
