clip_dimension_id,clip_id,dimension_id,dim_suggestion_id
1226,1705,43,NULL
1227,1706,867,NULL
1228,1707,863,NULL
1229,1708,365,NULL
1230,1709,863,NULL
1231,1710,863,NULL
1233,1712,286,NULL
1234,1713,870,NULL
1235,1714,871,NULL
1236,1715,858,NULL
1237,1716,872,NULL
1238,1717,873,NULL
1239,1718,874,NULL
1240,1719,484,NULL
1241,1720,863,NULL
1242,1721,390,NULL
1243,1722,2,NULL
1244,1723,878,NULL
1245,1724,286,NULL
1246,1725,808,NULL
1247,1726,880,NULL
1248,1727,881,NULL
1249,1728,863,NULL
1250,1729,882,NULL
1251,1730,883,NULL
1252,1731,484,NULL
1253,1732,43,NULL
1254,1733,885,NULL
1255,1734,886,NULL
1256,1735,2,NULL
1257,1736,390,NULL
1258,1737,397,NULL
1259,1738,484,NULL
1260,1739,398,NULL
1261,1740,17,NULL
1262,1741,883,NULL
1263,1742,890,NULL
1264,1743,484,NULL
1265,1744,885,NULL
1266,1745,150,NULL
1267,1746,484,NULL
1268,1747,499,NULL
1269,1748,892,NULL
1270,1749,808,NULL
1271,1750,893,NULL
1272,1751,43,NULL
1274,1753,43,NULL
1275,1754,17,NULL
1276,1755,894,NULL
1277,1756,885,NULL
1278,1757,808,NULL
1279,1758,502,NULL
1280,1759,484,NULL
1281,1760,885,NULL
1282,1761,896,NULL
1283,1762,43,NULL
1284,1763,808,NULL
1285,1764,897,NULL
1286,1765,898,NULL
1287,1766,150,NULL
1288,1767,899,NULL
1289,1768,17,NULL
1290,1769,484,NULL
1291,1770,286,NULL
1292,1771,885,NULL
1293,1772,900,NULL
1294,1773,885,NULL
1295,1774,277,NULL
1296,1775,902,NULL
1297,1776,17,NULL
1298,1777,808,NULL
1299,1778,484,NULL
1300,1779,484,NULL
1301,1780,484,NULL
1302,1781,484,NULL
1303,1782,484,NULL
1304,1783,484,NULL
1305,1784,808,NULL
1306,1785,885,NULL
1307,1786,484,NULL
1308,1787,484,NULL
1309,1788,904,NULL
1310,1789,905,NULL
1311,1790,657,NULL
1312,1791,907,NULL
1313,1792,908,NULL
1314,1793,144,NULL
1315,1794,910,NULL
1316,1795,911,NULL
1317,1796,912,NULL
1318,1797,206,NULL
1319,1798,914,NULL
1320,1799,915,NULL
1321,1800,628,NULL
1322,1801,917,NULL
1323,1802,918,NULL
1324,1803,919,NULL
1325,1804,657,NULL
1326,1805,43,NULL
1327,1806,922,NULL
1328,1807,206,NULL
1329,1808,924,NULL
1330,2762,131,NULL
1331,2763,131,NULL
1332,1811,235,NULL
1333,1812,37,NULL
1334,1813,935,NULL
1335,1814,144,NULL
1336,1815,929,NULL
1337,1816,930,NULL
1338,1817,43,NULL
1339,1818,470,NULL
1340,1819,376,NULL
1341,1820,470,NULL
1342,1821,934,NULL
1343,1822,935,NULL
1344,1823,936,NULL
1345,1824,937,NULL
1346,1825,938,NULL
1347,1826,299,NULL
1348,1828,940,NULL
1349,1829,37,NULL
1350,3017,1241,NULL
1351,3015,335,NULL
1352,1832,942,NULL
1354,1835,144,NULL
1355,1836,242,NULL
1356,1837,944,NULL
1357,1839,206,NULL
1358,1840,206,NULL
1359,1841,392,NULL
1360,1842,947,NULL
1361,1843,392,NULL
1362,1844,392,NULL
1363,1845,948,NULL
1364,1846,935,NULL
1365,1847,950,NULL
1366,1848,951,NULL
1367,1849,10,NULL
1368,1850,953,NULL
1369,1851,793,NULL
1370,1852,400,NULL
1371,1853,363,NULL
1372,1854,262,NULL
1373,1855,102,NULL
1374,1856,959,NULL
1375,1857,960,NULL
1376,1858,363,NULL
1377,1859,102,NULL
1378,1860,961,NULL
1379,1861,962,NULL
1380,1862,963,NULL
1381,1863,964,NULL
1382,1864,390,NULL
1383,1865,363,NULL
1384,1866,966,NULL
1385,1867,967,NULL
1386,1868,393,NULL
1387,1869,744,NULL
1388,1870,970,NULL
1389,1871,400,NULL
1390,1872,497,NULL
1391,1873,972,NULL
1392,1874,291,NULL
1393,1875,974,NULL
1394,1876,390,NULL
1395,1877,390,NULL
1396,1878,975,NULL
1397,1879,390,NULL
1398,1880,400,NULL
1399,1881,363,NULL
1400,1882,970,NULL
1401,1883,978,NULL
1402,1884,102,NULL
1404,1886,980,NULL
1405,1887,981,NULL
1406,1888,970,NULL
1407,1889,102,NULL
1408,1890,982,NULL
1409,1891,102,NULL
1410,1892,983,NULL
1411,1893,400,NULL
1413,1895,102,NULL
1414,1896,980,NULL
1415,1897,984,NULL
1416,1898,980,NULL
1417,1899,980,NULL
1418,1900,390,NULL
1419,1901,363,NULL
1420,1902,793,NULL
1421,1903,793,NULL
1422,1904,155,NULL
1423,1905,265,NULL
1424,1906,102,NULL
1425,1907,2,NULL
1426,1908,991,NULL
1427,1909,363,NULL
1428,1910,992,NULL
1429,1911,15,NULL
1430,1912,793,NULL
1431,1913,745,NULL
1432,1914,995,NULL
1433,1915,265,NULL
1434,1916,291,NULL
1435,1917,2,NULL
1436,1918,16,NULL
1437,1919,615,NULL
1438,1923,629,NULL
1439,1924,629,NULL
1440,1925,1008,NULL
1441,1926,615,NULL
1442,1927,629,NULL
1443,1928,37,NULL
1444,1929,1009,NULL
1445,1930,629,NULL
1446,1931,628,NULL
1447,1932,144,NULL
1448,1933,1009,NULL
1449,1934,241,NULL
1450,1935,335,NULL
1451,1936,1018,NULL
1452,1937,629,NULL
1453,1938,629,NULL
1454,1939,628,NULL
1455,1940,144,NULL
1456,1941,43,NULL
1457,1942,628,NULL
1458,1943,904,NULL
1459,1944,628,NULL
1460,1945,850,NULL
1461,1946,272,NULL
1462,1947,628,NULL
1463,1949,1037,NULL
1464,1950,629,NULL
1465,1951,1037,NULL
1466,1952,1042,NULL
1467,1953,673,NULL
1468,1954,43,NULL
1469,1955,1022,NULL
1470,1956,673,NULL
1471,1957,1026,NULL
1472,1958,673,NULL
1473,1959,1037,NULL
1474,1960,1030,NULL
1475,1961,43,NULL
1476,1962,335,NULL
1477,1963,693,NULL
1478,1964,628,NULL
1479,1965,1037,NULL
1480,1966,628,NULL
1481,1967,1037,NULL
1482,1968,1036,NULL
1483,1969,1040,NULL
1484,1970,629,NULL
1485,1971,629,NULL
1486,1972,144,NULL
1487,1973,1018,NULL
1488,1974,1044,NULL
1489,1975,335,NULL
1490,1976,693,NULL
1491,1977,629,NULL
1492,1978,166,NULL
1493,1979,1046,NULL
1494,1980,1049,NULL
1495,1981,628,NULL
1496,1982,628,NULL
1497,1983,628,NULL
1498,1984,1018,NULL
1499,1985,299,NULL
1500,1986,1051,NULL
1501,1987,144,NULL
1502,1988,1053,NULL
1503,1989,166,NULL
1504,1990,1045,NULL
1505,1991,1052,NULL
1506,1992,1053,NULL
1507,1993,1048,NULL
1508,1994,628,NULL
1509,1995,1055,NULL
1510,1996,1037,NULL
1511,1997,628,NULL
1512,1998,826,NULL
1513,1999,628,NULL
1514,2000,1037,NULL
1515,2001,1037,NULL
1516,2002,1059,NULL
1517,2003,628,NULL
1518,2004,1038,NULL
1519,2005,1050,NULL
1520,2006,376,NULL
1521,2007,1060,NULL
1522,2008,628,NULL
1523,2009,1037,NULL
1524,2020,363,NULL
1525,2011,1042,NULL
1526,2012,1054,NULL
1527,2013,1042,NULL
1528,2019,363,NULL
1529,2015,1042,NULL
1530,2016,1064,NULL
1531,2017,1058,NULL
1532,2018,1062,NULL
1533,2021,1066,NULL
1534,2022,1066,NULL
1535,2023,793,NULL
1536,2024,155,NULL
1537,2025,1066,NULL
1538,2026,363,NULL
1539,2027,363,NULL
1540,2028,1066,NULL
1541,2029,1066,NULL
1542,2030,1066,NULL
1543,2031,1066,NULL
1544,2032,155,NULL
1545,2033,1066,NULL
1546,2034,363,NULL
1547,2035,363,NULL
1548,2036,1066,NULL
1549,2037,1066,NULL
1550,2038,793,NULL
1551,2039,363,NULL
1552,2040,43,NULL
1553,2041,1066,NULL
1554,2042,363,NULL
1555,2043,286,NULL
1556,2044,1066,NULL
1557,2045,363,NULL
1558,2046,1073,NULL
1559,2047,1074,NULL
1560,2048,363,NULL
1561,2049,497,NULL
1562,2067,390,NULL
1563,2051,1066,NULL
1564,2052,405,NULL
1565,2053,1066,NULL
1566,2054,1066,NULL
1567,2065,390,NULL
1568,2058,1066,NULL
1569,2066,265,NULL
1570,2060,1066,NULL
1571,2061,363,NULL
1572,2062,363,NULL
1573,2063,1079,NULL
1574,2064,1080,NULL
1575,2068,718,NULL
1576,2069,43,NULL
1577,2070,1087,NULL
1578,2071,265,NULL
1579,2072,43,NULL
1580,2073,265,NULL
1581,2074,289,NULL
1582,2075,144,NULL
1583,2076,740,NULL
1584,2077,992,NULL
1585,2078,718,NULL
1586,2079,289,NULL
1587,2080,102,NULL
1588,2081,32,NULL
1589,2082,16,NULL
1590,2083,144,NULL
1591,2084,102,NULL
1592,2085,1096,NULL
1593,2086,390,NULL
1594,2087,289,NULL
1595,2088,265,NULL
1596,2089,102,NULL
1597,2090,199,NULL
1598,2091,1037,NULL
1599,2092,1037,NULL
1600,2093,1103,NULL
1601,2094,1112,NULL
1602,2095,629,NULL
1603,2096,1061,NULL
1604,2097,1104,NULL
1605,2098,629,NULL
1606,2099,1037,NULL
1607,2100,1037,NULL
1608,2101,1037,NULL
1609,2102,629,NULL
1610,2103,1188,NULL
1611,2104,1037,NULL
1612,2105,2,NULL
1613,2106,1037,NULL
1614,2107,33,NULL
1615,2108,1108,NULL
1616,2109,629,NULL
1617,2110,1018,NULL
1618,2111,1037,NULL
1619,2112,1188,NULL
1620,2113,1188,NULL
1621,2114,1,NULL
1622,2115,272,NULL
1623,2116,1037,NULL
1624,2117,1112,NULL
1625,2118,1037,NULL
1626,2119,629,NULL
1627,2120,1188,NULL
1628,2121,1037,NULL
1629,2122,1037,NULL
1630,2123,37,NULL
1631,2124,1037,NULL
1632,2125,1188,NULL
1633,2126,37,NULL
1634,2127,37,NULL
1635,2128,1037,NULL
1636,2129,1037,NULL
1637,2130,1037,NULL
1638,2131,1037,NULL
1639,2132,657,NULL
1640,2133,629,NULL
1641,2134,673,NULL
1642,2135,144,NULL
1643,2136,793,NULL
1644,2137,904,NULL
1645,2138,272,NULL
1646,2139,629,NULL
1647,2140,272,NULL
1648,2141,33,NULL
1649,2142,657,NULL
1650,2143,1018,NULL
1651,2144,657,NULL
1652,2145,793,NULL
1653,2146,1042,NULL
1654,2147,1138,NULL
1655,2148,1140,NULL
1656,2149,37,NULL
1657,2150,1116,NULL
1658,2151,673,NULL
1659,2152,6,NULL
1660,2153,272,NULL
1661,2154,1018,NULL
1662,2155,657,NULL
1663,2156,657,NULL
1664,2157,1118,NULL
1665,2158,1140,NULL
1666,2159,793,NULL
1667,2160,657,NULL
1668,2161,272,NULL
1669,2162,1140,NULL
1670,2163,1042,NULL
1671,2164,1116,NULL
1672,2165,1140,NULL
1673,2166,16,NULL
1674,2167,1,NULL
1675,2168,657,NULL
1676,2169,1118,NULL
1677,2170,1042,NULL
1678,2171,1042,NULL
1679,2172,1042,NULL
1680,2173,272,NULL
1681,2174,1042,NULL
1682,2175,793,NULL
1683,2176,1140,NULL
1684,2177,673,NULL
1685,2178,686,NULL
1686,2179,673,NULL
1687,2180,793,NULL
1688,2181,1140,NULL
1689,2182,1018,NULL
1690,2183,272,NULL
1691,2184,1018,NULL
1692,2185,1042,NULL
1693,2186,673,NULL
1694,2187,1140,NULL
1695,2188,657,NULL
1696,2189,657,NULL
1697,2190,793,NULL
1698,2191,1018,NULL
1699,2192,1042,NULL
1700,2193,1042,NULL
1701,2194,1140,NULL
1702,2195,793,NULL
1703,2196,1042,NULL
1704,2197,793,NULL
1705,2198,6,NULL
1706,2199,6,NULL
1707,2200,629,NULL
1708,2201,1018,NULL
1709,2202,1119,NULL
1710,2203,1018,NULL
1711,2204,1018,NULL
1712,2205,363,NULL
1713,2206,265,NULL
1714,2207,1112,NULL
1715,2208,43,NULL
1716,2209,721,NULL
1717,2210,265,NULL
1718,2211,1188,NULL
1719,2212,262,NULL
1720,2213,363,NULL
1721,2214,2,NULL
1722,2215,265,NULL
1723,2216,1188,NULL
1724,2217,1188,NULL
1725,2218,262,NULL
1726,2219,265,NULL
1727,2220,1188,NULL
1728,2221,2,NULL
1729,2222,265,NULL
1730,2223,363,NULL
1731,2224,1188,NULL
1732,2225,2,NULL
1733,2226,1188,NULL
1734,2227,1188,NULL
1735,2228,199,NULL
1736,2229,199,NULL
1737,2230,199,NULL
1738,2231,1188,NULL
1739,2232,1188,NULL
1740,2233,265,NULL
1741,2234,1188,NULL
1742,2235,2,NULL
1743,2236,1188,NULL
1744,2237,1188,NULL
1745,2238,1188,NULL
1746,2239,1188,NULL
1747,2240,1188,NULL
1748,2241,199,NULL
1749,2242,262,NULL
1750,2243,2,NULL
1751,2244,1188,NULL
1752,2245,1188,NULL
1753,2246,1188,NULL
1754,2247,199,NULL
1755,2248,2,NULL
1756,2249,2,NULL
1757,2250,2,NULL
1758,2251,1188,NULL
1759,2252,265,NULL
1760,2253,363,NULL
1761,2254,1188,NULL
1762,2255,265,NULL
1763,2256,721,NULL
1764,2257,262,NULL
1765,2258,390,NULL
1766,2259,265,NULL
1767,2260,1188,NULL
1768,2261,1188,NULL
1769,2262,1161,NULL
1770,2263,265,NULL
1771,2264,1188,NULL
1772,2265,43,NULL
1773,2266,289,NULL
1774,2267,1161,NULL
1775,2268,1164,NULL
1776,2269,1188,NULL
1777,2270,265,NULL
1778,2271,102,NULL
1779,2272,43,NULL
1780,2273,1166,NULL
1781,2274,1158,NULL
1782,2275,289,NULL
1783,2276,43,NULL
1784,2277,1167,NULL
1785,2278,1188,NULL
1786,2279,1168,NULL
1787,2280,363,NULL
1788,2281,287,NULL
1789,2282,1171,NULL
1790,2283,1172,NULL
1791,2284,363,NULL
1792,2285,287,NULL
1793,2286,43,NULL
1794,2287,287,NULL
1795,2288,363,NULL
1796,2289,262,NULL
1797,2290,1171,NULL
1798,2291,1172,NULL
1799,2292,83,NULL
1800,2293,287,NULL
1801,2294,1172,NULL
1802,2295,657,NULL
1803,2296,43,NULL
1804,2297,1179,NULL
1805,2298,291,NULL
1806,2299,363,NULL
1807,2300,1171,NULL
1808,2301,1181,NULL
1809,2302,1171,NULL
1810,2303,1172,NULL
1811,2304,43,NULL
1812,2305,657,NULL
1813,2306,363,NULL
1814,2307,102,NULL
1815,2308,1171,NULL
1816,2309,287,NULL
1817,2310,363,NULL
1818,2311,1172,NULL
1819,2312,1172,NULL
1820,2313,363,NULL
1821,2314,1171,NULL
1822,2315,262,NULL
1823,2316,83,NULL
1824,2317,1171,NULL
1825,2318,1179,NULL
1826,2319,1183,NULL
1827,2320,363,NULL
1828,2321,363,NULL
1829,2322,363,NULL
1830,2323,102,NULL
1831,2324,102,NULL
1832,2325,1171,NULL
1833,2326,291,NULL
1834,2327,1171,NULL
1835,2328,102,NULL
1836,2329,1171,NULL
1837,2330,287,NULL
1838,2331,363,NULL
1839,2332,1179,NULL
1840,2333,363,NULL
1841,2334,102,NULL
1842,2335,287,NULL
1843,2336,287,NULL
1844,2337,1172,NULL
1845,2338,287,NULL
1846,2339,1172,NULL
1847,2340,291,NULL
1848,2341,1171,NULL
1849,2342,363,NULL
1850,2343,1172,NULL
1851,2344,1184,NULL
1852,2345,287,NULL
1853,2346,363,NULL
1854,2347,102,NULL
1855,2348,1185,NULL
1856,2349,43,NULL
1857,2350,1193,NULL
1858,2351,43,NULL
1859,2352,1191,NULL
1860,2353,1191,NULL
1861,2354,1195,NULL
1862,2355,1193,NULL
1863,2356,1193,NULL
1864,2357,1193,NULL
1865,2358,1194,NULL
1866,2359,1191,NULL
1867,2360,1191,NULL
1868,2361,1195,NULL
1869,2362,1193,NULL
1870,2363,1193,NULL
1871,2364,1189,NULL
1872,2365,1193,NULL
1873,2366,1193,NULL
1874,2367,1194,NULL
1875,2368,1189,NULL
1876,2369,1189,NULL
1877,2370,1189,NULL
1878,2371,1195,NULL
1879,2372,1191,NULL
1880,2373,1193,NULL
1881,2374,1195,NULL
1882,2375,1194,NULL
1883,2376,1191,NULL
1884,2377,1193,NULL
1885,2378,1193,NULL
1886,2379,1193,NULL
1887,2380,1189,NULL
1888,2381,1189,NULL
1889,2382,1191,NULL
1890,2383,1191,NULL
1891,2384,199,NULL
1892,2385,1193,NULL
1893,2386,1191,NULL
1894,2387,43,NULL
1895,2388,1191,NULL
1896,2389,1191,NULL
1897,2390,529,NULL
1898,2391,1202,NULL
1899,2392,1207,NULL
1900,2393,548,NULL
1901,2394,33,NULL
1902,2395,89,NULL
1903,2396,1212,NULL
1904,2397,529,NULL
1905,2398,89,NULL
1906,2399,6,NULL
1907,2400,6,NULL
1908,2401,199,NULL
1909,2402,89,NULL
1910,2403,1202,NULL
1911,2404,1206,NULL
1912,2405,1189,NULL
1913,2406,1193,NULL
1914,2407,1188,NULL
1915,2408,1194,NULL
1916,2409,1193,NULL
1917,2410,43,NULL
1918,2411,1189,NULL
1919,2412,43,NULL
1920,2413,1193,NULL
1921,2414,1195,NULL
1922,2415,1188,NULL
1923,2416,43,NULL
1924,2417,1195,NULL
1925,2418,1188,NULL
1926,2419,1188,NULL
1927,2420,1193,NULL
1928,2421,1188,NULL
1929,2422,1188,NULL
1930,2423,1195,NULL
1931,2424,1188,NULL
1932,2425,1188,NULL
1933,2426,43,NULL
1934,2427,1194,NULL
1935,2428,1193,NULL
1936,2429,1188,NULL
1937,2430,1194,NULL
1938,2431,1188,NULL
1939,2432,1188,NULL
1940,2433,1188,NULL
1941,2434,1188,NULL
1942,2435,1188,NULL
1943,2436,1189,NULL
1944,2437,1189,NULL
1945,2438,1193,NULL
1946,2439,1188,NULL
1947,2440,1188,NULL
1948,2441,1188,NULL
1949,2442,1188,NULL
1950,2443,1195,NULL
1951,2444,1188,NULL
1952,2445,1188,NULL
1953,2446,1188,NULL
1954,2447,1188,NULL
1955,2448,1188,NULL
1956,2449,1188,NULL
1957,2450,1188,NULL
1958,2451,1188,NULL
1959,2452,1188,NULL
1960,2453,1188,NULL
1961,2454,1193,NULL
1962,2455,1188,NULL
1963,2456,1188,NULL
1964,2457,1188,NULL
1965,2458,1193,NULL
1966,2459,1188,NULL
1967,2460,1188,NULL
1968,2461,1188,NULL
1969,2462,1188,NULL
1970,2463,1188,NULL
1971,2464,1188,NULL
1972,2465,1188,NULL
1973,2466,1188,NULL
1974,2467,1188,NULL
1975,2468,1188,NULL
1976,2469,1195,NULL
1977,2470,1193,NULL
1978,2471,1188,NULL
1979,2472,1188,NULL
1980,2473,1188,NULL
1981,2474,1188,NULL
1982,2475,1195,NULL
1983,2476,1195,NULL
1984,2477,1188,NULL
1985,2478,1195,NULL
1986,2479,1188,NULL
1987,2480,2,NULL
1988,2481,43,NULL
1989,2482,265,NULL
1990,2483,43,NULL
1991,2484,265,NULL
1992,2485,43,NULL
1993,2486,102,NULL
1994,2487,2,NULL
1995,2488,265,NULL
1996,2489,102,NULL
1997,2490,265,NULL
1998,2491,1225,NULL
1999,2492,43,NULL
2000,2493,265,NULL
2001,2494,1225,NULL
2002,2495,2,NULL
2003,2496,1225,NULL
2004,2497,43,NULL
2005,2498,2,NULL
2006,2499,102,NULL
2007,2500,265,NULL
2008,2501,2,NULL
2009,2502,2,NULL
2010,2503,1225,NULL
2011,2504,102,NULL
2012,2505,2,NULL
2013,2506,1228,NULL
2014,2508,1225,NULL
2015,2509,102,NULL
2016,2512,904,NULL
2017,2513,278,NULL
2018,2514,272,NULL
2019,2515,43,NULL
2020,2516,629,NULL
2021,2517,1230,NULL
2022,2518,1231,NULL
2023,2519,1232,NULL
2024,2520,1233,NULL
2025,2521,199,NULL
2026,2522,89,NULL
2027,2523,166,NULL
2028,2524,232,NULL
2029,2525,1234,NULL
2030,2526,1235,NULL
2031,2527,179,NULL
2032,2528,89,NULL
2033,2529,1234,NULL
2034,2530,1234,NULL
2035,2531,1234,NULL
2036,2532,1236,NULL
2037,2533,1236,NULL
2038,2534,89,NULL
2039,2535,1238,NULL
2040,2536,278,NULL
2041,2537,166,NULL
2042,2538,1234,NULL
2043,2539,89,NULL
2044,2540,1237,NULL
2045,2541,396,NULL
2046,2542,265,NULL
2047,2543,390,NULL
2048,2544,1240,NULL
2049,2545,265,NULL
2050,2546,396,NULL
2051,2547,1241,NULL
2052,2548,89,NULL
2053,2549,1242,NULL
2054,2550,102,NULL
2055,2551,1243,NULL
2056,2552,89,NULL
2057,2553,396,NULL
2058,2554,265,NULL
2059,2555,89,NULL
2060,2556,89,NULL
2061,2557,89,NULL
2062,2558,396,NULL
2063,2559,102,NULL
2064,2560,396,NULL
2065,2561,89,NULL
2066,2562,89,NULL
2067,2563,1242,NULL
2068,2564,89,NULL
2069,2565,1242,NULL
2070,2566,1244,NULL
2071,2567,396,NULL
2072,2568,89,NULL
2073,2569,396,NULL
2074,2570,89,NULL
2075,2571,265,NULL
2076,2572,396,NULL
2077,2573,265,NULL
2078,2574,102,NULL
2079,2575,102,NULL
2080,2576,102,NULL
2081,2577,396,NULL
2082,2578,89,NULL
2083,2579,629,NULL
2084,2580,1245,NULL
2085,2581,1246,NULL
2086,2582,1247,NULL
2087,2583,202,NULL
2088,2584,1247,NULL
2089,2585,1248,NULL
2090,2586,1247,NULL
2091,2587,1247,NULL
2092,2588,1249,NULL
2093,2589,1247,NULL
2094,2590,1250,NULL
2095,2591,1251,NULL
2096,2592,97,NULL
2097,2593,1253,NULL
2098,2594,1245,NULL
2099,2595,1255,NULL
2100,2596,629,NULL
2101,2597,1256,NULL
2102,2598,1018,NULL
2103,2599,1258,NULL
2104,2600,1203,NULL
2105,2601,689,NULL
2106,2602,689,NULL
2107,2603,1018,NULL
2108,2604,376,NULL
2109,2605,1,NULL
2110,2606,1263,NULL
2111,2608,629,NULL
2112,2609,1265,NULL
2113,2610,1263,NULL
2114,2611,376,NULL
2115,2612,1266,NULL
2116,2613,1266,NULL
2117,2614,1266,NULL
2118,2615,1267,NULL
2119,2616,1268,NULL
2120,2617,793,NULL
2121,2618,272,NULL
2122,2619,1053,NULL
2123,2620,1269,NULL
2124,2621,629,NULL
2125,2622,269,NULL
2126,2623,376,NULL
2127,2624,1269,NULL
2128,2625,217,NULL
2129,2626,269,NULL
2130,2627,269,NULL
2131,2628,269,NULL
2132,2630,272,NULL
2133,2632,1270,NULL
2134,2633,629,NULL
2135,2634,393,NULL
2136,2635,390,NULL
2137,2636,1271,NULL
2138,2637,393,NULL
2139,2638,793,NULL
2140,2639,393,NULL
2141,2640,1273,NULL
2142,2641,393,NULL
2143,2642,1053,NULL
2144,2644,102,NULL
2145,2643,37,NULL
2146,2645,393,NULL
2147,2646,1282,NULL
2148,2647,269,NULL
2149,2648,269,NULL
2150,2649,376,NULL
2151,2650,393,NULL
2152,2651,393,NULL
2153,2652,629,NULL
2154,2653,393,NULL
2155,2654,629,NULL
2156,2655,2,NULL
2157,2656,393,NULL
2158,2657,269,NULL
2159,2658,97,NULL
2160,2659,102,NULL
2161,2660,1282,NULL
2162,2661,33,NULL
2163,2662,363,NULL
2164,2663,269,NULL
2165,2664,793,NULL
2166,2665,393,NULL
2167,2666,1282,NULL
2168,2667,393,NULL
2169,2668,269,NULL
2170,2669,1058,NULL
2171,2670,363,NULL
2172,2671,1276,NULL
2173,2672,269,NULL
2174,2673,269,NULL
2175,2674,272,NULL
2176,2675,1053,NULL
2177,2676,1275,NULL
2178,2677,851,NULL
2179,2678,1282,NULL
2180,2679,269,NULL
2181,2680,393,NULL
2182,2681,97,NULL
2183,2682,393,NULL
2184,2683,1276,NULL
2185,2684,886,NULL
2186,2685,1277,NULL
2187,2686,1286,NULL
2188,2687,376,NULL
2189,2688,629,NULL
2190,2689,43,NULL
2191,2690,1282,NULL
2192,2691,43,NULL
2193,2692,686,NULL
2194,2693,289,NULL
2195,2694,202,NULL
2196,2695,2,NULL
2197,2696,1287,NULL
2198,2697,1053,NULL
2199,2698,376,NULL
2200,2699,234,NULL
2201,2700,1280,NULL
2202,2701,289,NULL
2203,2702,1053,NULL
2204,2703,1281,NULL
2205,2704,1288,NULL
2206,2705,265,NULL
2207,2706,265,NULL
2208,2707,2,NULL
2209,2708,265,NULL
2210,2709,1281,NULL
2211,2710,1289,NULL
2212,2711,718,NULL
2213,2712,1291,NULL
2214,2713,1243,NULL
2215,2714,1292,NULL
2216,2715,363,NULL
2217,2716,793,NULL
2218,2717,1293,NULL
2219,2718,262,NULL
2220,2719,1291,NULL
2221,2720,363,NULL
2222,2721,740,NULL
2223,2722,1295,NULL
2224,2723,1299,NULL
2225,2724,1243,NULL
2226,2725,1243,NULL
2227,2726,1296,NULL
2228,2727,718,NULL
2229,2728,1298,NULL
2230,2729,144,NULL
2231,2730,102,NULL
2232,2731,363,NULL
2233,2732,363,NULL
2234,2733,1301,NULL
2235,2734,1299,NULL
2236,2735,1301,NULL
2237,2736,793,NULL
2238,2737,363,NULL
2239,2738,363,NULL
2240,2739,144,NULL
2241,2740,363,NULL
2242,2741,43,NULL
2243,2742,43,NULL
2244,2743,265,NULL
2245,2744,43,NULL
2246,2745,265,NULL
2247,2746,380,NULL
2248,2747,1302,NULL
2249,2748,1305,NULL
2250,2749,265,NULL
2251,2750,1302,NULL
2252,2751,43,NULL
2253,2752,1304,NULL
2254,2753,1304,NULL
2255,2754,740,NULL
2256,2755,43,NULL
2257,2756,1306,NULL
2258,2757,1302,NULL
2259,2758,1305,NULL
2260,2759,1305,NULL
2261,2760,291,NULL
2262,2761,16,NULL
2263,3019,904,NULL
2264,3020,1313,NULL
2265,3021,376,NULL
2266,3022,376,NULL
2267,3023,97,NULL
2268,3024,376,NULL
2269,3025,1018,NULL
2270,3026,1314,NULL
2272,3028,43,NULL
2273,3029,1018,NULL
2274,3030,97,NULL
2275,3031,37,NULL
2276,3032,629,NULL
2277,3033,33,NULL
2278,3034,1048,NULL
2279,3035,1315,NULL
2280,3036,629,NULL
2281,3037,1188,NULL
2282,3038,1241,NULL
2283,3039,37,NULL
2284,3040,232,NULL
2285,3041,1311,NULL
2286,3042,1321,NULL
2287,3043,6,NULL
2288,3044,629,NULL
2289,3045,33,NULL
2290,3046,97,NULL
2291,3047,629,NULL
2292,3048,43,NULL
2293,3049,1316,NULL
2294,3050,37,NULL
2295,3051,1322,NULL
2296,3052,43,NULL
2297,3053,43,NULL
2298,3054,628,NULL
2299,3055,241,NULL
2300,3056,37,NULL
2301,3057,1325,NULL
2302,3058,1324,NULL
2303,3059,504,NULL
2304,3060,13,NULL
2305,3061,1323,NULL
2306,3062,548,NULL
2307,3063,242,NULL
2308,3064,1312,NULL
2309,3065,1326,NULL
2310,3066,1321,NULL
2311,3067,148,NULL
2312,3068,629,NULL
2313,3069,235,NULL
2314,3070,629,NULL
2315,3071,166,NULL
2316,3072,144,NULL
2317,3073,43,NULL
2318,3074,1188,NULL
2319,3075,1328,NULL
2320,3076,43,NULL
2321,3077,89,NULL
2322,3078,1188,NULL
2323,3079,629,NULL
2324,3080,6,NULL
2325,3081,43,NULL
2326,3082,504,NULL
2327,3083,234,NULL
2328,3084,89,NULL
2329,3085,1334,NULL
2330,3086,1018,NULL
2331,3087,1018,NULL
2332,3088,1244,NULL
2333,3089,166,NULL
2334,3090,43,NULL
2335,3091,1321,NULL
2336,3092,43,NULL
2337,3093,793,NULL
2338,3094,272,NULL
2339,3095,43,NULL
2340,3096,2,NULL
2341,3097,341,NULL
2342,3098,89,NULL
2343,3099,335,NULL
2344,3100,166,NULL
2345,3101,18,NULL
2346,3102,1335,NULL
2347,3103,1328,NULL
2348,3104,1188,NULL
2349,3105,1321,NULL
2350,3106,1537,NULL
2351,3107,793,NULL
2352,3108,1339,NULL
2353,3109,1321,NULL
2354,3110,1328,NULL
2355,3111,629,NULL
2356,3112,43,NULL
2357,3113,1334,NULL
2358,3114,629,NULL
